fuel_type,gearbox,mileage [km],model,name,place,price [pln],seller_type,year,engine_capacity [cm3],horsepower [km],additional_specification,is_gearbox_automatic,region
Diesel,Manualna,72363,Skoda,Skoda Scala 1.6 TDI SCR Ambition,Gostynin (Mazowieckie),56900,Prywatny sprzedawca,2019,1598,115,Salon PL/ 73000 Przebiegu!/Car Play,0,Mazowieckie
Diesel,Manualna,261260,Skoda,Skoda Superb 2.0 TDI Ambition,Konin (Wielkopolskie),51000,Prywatny sprzedawca,2016,1968,150,Skoda Superb 2.0 Diesel 2016r.,0,Wielkopolskie
Diesel,Automatyczna,119000,Skoda,Skoda Superb 2.0 TDI DSG Ambition,Wilczyce (Dolnośląskie),95700,Anonimowy sprzedawca,2021,1968,122,"Skoda Superb, 2.0 TDI DSG Ambition, 119 tyś km",1,Dolnośląskie
Benzyna,Manualna,209000,Skoda,Skoda Octavia 1.6 Ambiente,Gubin (Lubuskie),6900,Prywatny sprzedawca,2001,1595,102,Pierwszy właściciel 40 rocznik klimatronik san perfekcyjny nowy TUV !!,0,Lubuskie
Benzyna,Automatyczna,7,Skoda,Skoda Scala 1.5 TSI Monte Carlo DSG,Warszawa (Mazowieckie),138600,Anonimowy sprzedawca,2024,1498,150,"|| 241 || Sportowa wersja, pakiet asystentów kierowcy, Virtual Cockpit",1,Mazowieckie
Benzyna,Manualna,180000,Skoda,Skoda Yeti 1.4 TSI Active,Kalisz (Wielkopolskie),21900,Prywatny sprzedawca,2015,1390,122,"Hak, klimatyzacja",0,Wielkopolskie
Diesel,Manualna,276000,Skoda,Skoda Octavia 1.9 TDI Ambiente,Miastko (Pomorskie),11800,Prywatny sprzedawca,2008,1896,105,1.9 TDI bezwypadkowa bardzo ładna,0,Pomorskie
Diesel,Manualna,93000,Skoda,Skoda Octavia 1.6 TDI Ambition,Katowice (Śląskie),62900,Prywatny sprzedawca,2020,1598,115,"1 Właściciel , serwisowany bez wypadkowy",0,Śląskie
Diesel,Automatyczna,1,Skoda,Skoda Superb 2.0 TDI SCR 4x4 Sportline DSG,Bolesławice (Pomorskie),233600,Anonimowy sprzedawca,2024,1968,200,SPORTLINE 2.0 TDI 193KM DSG 4x4 Canton Hak Nawigacja ACC Kamera 360,1,Pomorskie
Benzyna,Automatyczna,5,Skoda,Skoda Octavia,Łódź (Łódzkie),183300,Anonimowy sprzedawca,2024,1984,265,"Octavia RS 2,0 TSI 265 KM 7-Gang automat.",1,Łódzkie
Benzyna,Manualna,5,Skoda,Skoda Octavia 1.5 TSI Selection,Łódź (Łódzkie),123950,Anonimowy sprzedawca,2024,1498,115,"Škoda Octavia Selection 1,5 TSI 115KM 6MT",0,Łódzkie
Diesel,Automatyczna,5,Skoda,Skoda Kodiaq,Łódź (Łódzkie),268400,Anonimowy sprzedawca,2024,1968,193,"Kodiaq Sportline 2,0 TDI 193KM DSG7 automat. 4x4",1,Łódzkie
Benzyna,Manualna,5,Skoda,Skoda Octavia 1.5 TSI Selection,Łódź (Łódzkie),127250,Anonimowy sprzedawca,2024,1498,150,"Škoda Octavia Combi Selection 1,5 TSI 150KM 6-Gang mech.",0,Łódzkie
Benzyna,Automatyczna,5,Skoda,Skoda Octavia,Łódź (Łódzkie),199500,Anonimowy sprzedawca,2024,1984,265,"Octavia RS 2,0 TSI 265 KM 7-Gang automat.",1,Łódzkie
Benzyna,Manualna,5,Skoda,Skoda Kamiq 1.5 TSI Selection,Łódź (Łódzkie),112699,Anonimowy sprzedawca,2024,1498,150,"Škoda Kamiq Selection 1,5 TSI 150KM 6-biegowa manualna",0,Łódzkie
Diesel,Automatyczna,5,Skoda,Skoda Superb 2.0 TDI SCR Selection DSG,Warszawa (Mazowieckie),172900,Anonimowy sprzedawca,2024,1968,150,"|| 084 || Kessy Full, 3 strefowy Climatronic, Kamera Cofania",1,Mazowieckie
Benzyna,Manualna,112894,Skoda,Skoda Karoq 1.5 TSI ACT GPF 4x2 Ambition,Chorzów (Śląskie),73500,Anonimowy sprzedawca,2018,1498,150,Od ręki - 1.5 TSI ACT GPF 4x2 Ambition 150KM | Salon PL |,0,Śląskie
Benzyna,Automatyczna,1,Skoda,Skoda Superb 2.0 TSI 4x4 Sportline DSG,Bolesławice (Pomorskie),239100,Anonimowy sprzedawca,2024,1984,280,SPORTLINE 2.0 TSI 265KM DSG 4x4 Hak Head-Up Nawigacja ACC Kamera 360,1,Pomorskie
Benzyna,Automatyczna,1,Skoda,Skoda Kodiaq 2.0 TSI 4x4 Sportline DSG,Bolesławice (Pomorskie),241550,Anonimowy sprzedawca,2024,1984,190,SPORTLINE 2.0 TSI 204KM DSG 4x4 Nawigacja Canton DCC Hak Panorama,1,Pomorskie
Benzyna,Automatyczna,1,Skoda,Skoda Superb 1.5 TSI Sportline DSG,Bolesławice (Pomorskie),189900,Anonimowy sprzedawca,2024,1498,150,SPORTLINE 1.5 TSI 150KM DSG Podgrzewana szyba wycieraczka tył zapas,1,Pomorskie
Diesel,Automatyczna,106805,Smart,Smart Fortwo,Ruda Śląska (Śląskie),22000,Prywatny sprzedawca,2013,799,54,Smart Fortwo Coupe CDI,1,Śląskie
Benzyna,Manualna,56000,Smart,Smart Fortwo,Włodawa (Lubelskie),33000,Prywatny sprzedawca,2016,999,71,453 COUPE niski oryginalny przebieg,0,Lubelskie
Benzyna,Manualna,67900,Smart,Smart Forfour,Katowice (Śląskie),37990,Prywatny sprzedawca,2018,999,71,Smartr Forfour 71KM Polski salon klima tempomat,0,Śląskie
Benzyna,Manualna,138000,Smart,Smart Fortwo coupe prime,Łaskarzew (Mazowieckie),30000,Prywatny sprzedawca,2015,898,90,Wersja Prime,0,Mazowieckie
Diesel,Manualna,210000,Smart,Smart Forfour,Gorzów Wielkopolski (Lubuskie),5900,Prywatny sprzedawca,2004,1500,68,Smart Forfour 1.5 Cdi,0,Lubuskie
Benzyna,Automatyczna,209313,Smart,Smart Fortwo,Chodecz (Kujawsko-pomorskie),9900,Prywatny sprzedawca,2009,999,61,"FAKTURA VAT, cena brutto! Rocznik 2009",1,Kujawsko-pomorskie
Benzyna,Automatyczna,135000,Smart,Smart Roadster Standard,Wolsztyn (Wielkopolskie),14999,Prywatny sprzedawca,2006,698,82,Smart Roadster John Richmond,1,Wielkopolskie
Benzyna,Automatyczna,149000,Smart,Smart Fortwo,Gorzów Wielkopolski (Lubuskie),13600,Prywatny sprzedawca,2007,999,71,Smart Fortwo Cabrio 1.0 benzyna,1,Lubuskie
Benzyna,Manualna,188000,Smart,Smart Forfour pure,Kielce (Świętokrzyskie),7500,Prywatny sprzedawca,2005,1124,75,"Klimatyzacja , solar dach , pełny serwis",0,Świętokrzyskie
Benzyna,Manualna,203000,Smart,Smart Forfour,Elbląg (Warmińsko-mazurskie),6900,Prywatny sprzedawca,2006,1332,95,NIEMCY.1.3 Benz.Stan idealny.OPŁACONY!!!,0,Warmińsko-mazurskie
Benzyna,Manualna,200034,Smart,Smart Forfour,Narol (Podkarpackie),5500,Prywatny sprzedawca,2006,1124,75,Smart ForFour,0,Podkarpackie
Benzyna,Automatyczna,108000,Smart,Smart Fortwo,Radom (Mazowieckie),15000,Prywatny sprzedawca,2011,999,71,SMART Fortowo,1,Mazowieckie
Benzyna,Automatyczna,115000,Smart,Smart Fortwo cabrio i-move,Warszawa (Mazowieckie),10900,Prywatny sprzedawca,2004,698,61,Super stan! Cabrio!,1,Mazowieckie
Benzyna,Automatyczna,97000,Smart,Smart Fortwo & passion mhd,Lubieszów (Lubuskie),13900,Prywatny sprzedawca,2009,999,71,Smart 451,1,Lubuskie
Benzyna,Automatyczna,82000,Smart,Smart Fortwo & passion,Zbąszyń (Wielkopolskie),4700,Prywatny sprzedawca,2002,599,55,Brak dodatkowych informacji,1,Wielkopolskie
Benzyna,Manualna,225000,Smart,Smart Forfour pulse,Konstantynów Łódzki (Łódzkie),6900,Prywatny sprzedawca,2004,1332,95,##Oryginalny Lakie##Super Stan##Zobacz Zdjęcia##,0,Łódzkie
Benzyna,Automatyczna,70000,Smart,Smart Fortwo perfect twinamic,Gubin (Lubuskie),13900,Prywatny sprzedawca,2014,999,71,Brak dodatkowych informacji,1,Lubuskie
Benzyna,Manualna,89647,Smart,Smart Forfour prime,Tomaszów Mazowiecki (Łódzkie),25900,Anonimowy sprzedawca,2018,999,71,Brak dodatkowych informacji,0,Łódzkie
Benzyna,Automatyczna,144000,Smart,Smart Forfour,Częstochowa (Śląskie),6700,Anonimowy sprzedawca,2005,1300,95,AUTOMAT*1.3*95PS*144.000KM*KLIMA*1*wł*NIEMCY*Zadbany*,1,Śląskie
Benzyna,Manualna,36013,Smart,Smart Forfour,Nowy Tomyśl (Wielkopolskie),14900,Prywatny sprzedawca,2018,999,71,z Niemiec // klima // niski przebieg,0,Wielkopolskie
Benzyna,Manualna,129000,Smart,Smart Forfour,Aleksandrów (Mazowieckie),9900,Anonimowy sprzedawca,2006,1332,95,* 129tyś km * klimatyzacja *stan super,0,Mazowieckie
Benzyna,Manualna,202000,Smart,Smart Forfour,Aleksandrów (Mazowieckie),7700,Anonimowy sprzedawca,2005,1332,95,*Klimatyzacja *air bags*,0,Mazowieckie
Benzyna,Automatyczna,133000,Smart,Smart Fortwo,Kołobrzeg (Zachodniopomorskie),5900,Anonimowy sprzedawca,2006,700,61,"0,7 benz automat klima panorama elektryka opłacony",1,Zachodniopomorskie
Benzyna,Automatyczna,96000,Smart,Smart Fortwo,Kołobrzeg (Zachodniopomorskie),5900,Anonimowy sprzedawca,1999,599,54,"0,6 BENZ klima elektryka alu wspomaganie opłacony",1,Zachodniopomorskie
Diesel,Manualna,119000,SsangYong,SsangYong Musso Sports TD 2.9,Bolesławiec (Dolnośląskie),15500,Prywatny sprzedawca,2006,2874,120,"Ssang Yong Musso Sport Pick Up 2,9 td Klima 4x4 Serwis Full !!!",0,Dolnośląskie
Benzyna,Automatyczna,1,SsangYong,SsangYong Korando,Tarnowskie Góry (Śląskie),110599,Anonimowy sprzedawca,2024,1497,163,JOY Automat 163 KM! Super Cena! Od ręki!,1,Śląskie
Benzyna,Manualna,1,SsangYong,SsangYong Korando,Tarnowskie Góry (Śląskie),102699,Anonimowy sprzedawca,2024,1497,163,Joy 2WD 163KM! Wejdź Dopasuj Zamów! Super Cena!,0,Śląskie
Benzyna,Manualna,40665,SsangYong,SsangYong Korando,Warszawa (Mazowieckie),75900,Anonimowy sprzedawca,2021,1497,163,1.5 T-GDI Amber Klimatronik Tempomat Grzane Fotele Kamera Cofania PDC,0,Mazowieckie
Benzyna,Automatyczna,8000,SsangYong,SsangYong Torres 1.5 T-GDI Wild 4WD,Szczecin (Zachodniopomorskie),159900,Anonimowy sprzedawca,2023,1497,163,Grupa Polmotor 1.5 benzyna AUTOMAT 4x4 Wild / Gwarancja do 2034 roku,1,Zachodniopomorskie
Diesel,Automatyczna,163200,SsangYong,SsangYong Rodius,Grudziądz (Kujawsko-pomorskie),9500,Prywatny sprzedawca,2006,2696,164,"SsangYoung Rodius 2006, pierwszy właściciel, Grudziądz",1,Kujawsko-pomorskie
Diesel,Manualna,150000,SsangYong,SsangYong Korando 2.0 D Sapphire,Wrocław (Dolnośląskie),29900,Prywatny sprzedawca,2013,1998,150,4x4 2.0d 150 koni 2013r WZOROWY STAN,0,Dolnośląskie
Diesel,Manualna,177000,SsangYong,SsangYong Kyron 200 Xdi Elegance +,Kraków (Małopolskie),18300,Prywatny sprzedawca,2007,1998,141,4X4 DIESEL silnik Mercedes-Benz V=2.0,0,Małopolskie
Benzyna,Manualna,174248,SsangYong,SsangYong Korando 2.0 Quartz 4WD EU6,Nidzica (Warmińsko-mazurskie),37900,Prywatny sprzedawca,2014,1998,150,2014rok!Lift!2.0Benzyna!4x4!Zadbany!Serwis Aso!!,0,Warmińsko-mazurskie
Benzyna,Automatyczna,5,SsangYong,SsangYong Torres,Marki (Mazowieckie),152800,Anonimowy sprzedawca,2024,1497,163,1.5GDI-T 163KM JOY 6AT 4WD. OD RĘKI!!!,1,Mazowieckie
Diesel,Manualna,234000,SsangYong,SsangYong Korando,Ostrowiec Świętokrzyski (Świętokrzyskie),28900,Prywatny sprzedawca,2013,1998,150,"4x4, Bezwypadkowy, D20T AWD skóry, 150PS",0,Świętokrzyskie
Diesel,Manualna,199975,SsangYong,SsangYong Korando 2.0 e-XDi Sapphire,Olszewnica Nowa (Mazowieckie),24600,Anonimowy sprzedawca,2011,1998,175,"Stan idealny, FV23%",0,Mazowieckie
Diesel,Automatyczna,51000,SsangYong,SsangYong Rexton 2.2 D Sapphire 4WD 7os,Sulechów (Lubuskie),140800,Prywatny sprzedawca,2021,2157,202,"Stan idealny, zadbany",1,Lubuskie
Benzyna+LPG,Manualna,170000,SsangYong,SsangYong XLV 1.6 City Style,Niedary (Małopolskie),33500,Prywatny sprzedawca,2018,1597,128,1.6 LPG salon Polska OKAZJA !!!,0,Małopolskie
Benzyna,Manualna,14000,SsangYong,SsangYong Tivoli Grand 1.5 T-GDI Adventure,Tarnowskie Góry (Śląskie),99999,Anonimowy sprzedawca,2023,1497,163,"Salon Polska, Gwarancja DO 2028r, 1 Właściciel, Wersja GRAND ! ! !",0,Śląskie
Diesel,Manualna,138300,SsangYong,SsangYong Tivoli 1.6 D Sapphire,Ostrowiec Świętokrzyski (Świętokrzyskie),39990,Anonimowy sprzedawca,2016,1597,115,"1,6 Xdi Alu Skóry Navi Szyber Climatronic Zamiana Gwarancja",0,Świętokrzyskie
Diesel,Automatyczna,75000,SsangYong,SsangYong Tivoli 1.6 e-XDi 4WD Sapphire,Łochów (Mazowieckie),29900,Prywatny sprzedawca,2016,1597,136,automat 4x4,1,Mazowieckie
Benzyna,Manualna,87852,SsangYong,SsangYong Korando 2.0 Quartz 4WD,Słotwina (Dolnośląskie),37900,Prywatny sprzedawca,2019,1998,149,Rezerwacja do Soboty,0,Dolnośląskie
Diesel,Manualna,199950,SsangYong,SsangYong Rexton,Ostrowiec Świętokrzyski (Świętokrzyskie),22900,Anonimowy sprzedawca,2009,2696,165,"2,7 Xdi 4x4 Alu Climatronic Hak Zamiana Gwarancja",0,Świętokrzyskie
Diesel,Automatyczna,140149,SsangYong,SsangYong Kyron,Tomaszów Mazowiecki (Łódzkie),9500,Anonimowy sprzedawca,2009,1998,141,Brak dodatkowych informacji,1,Łódzkie
Diesel,Automatyczna,5409,SsangYong,SsangYong Rexton 2.2 D Wild 4WD,Osielsko (Kujawsko-pomorskie),199900,Anonimowy sprzedawca,2023,2157,202,"2.2 Diesel, 202 KM, Automat, wersja Wild 4x4, samochód Demo",1,Kujawsko-pomorskie
Diesel,Automatyczna,105,SsangYong,SsangYong Rexton 2.2 D Black Edition 4WD,Częstochowa (Śląskie),236900,Anonimowy sprzedawca,2023,2157,202,Black Edition 8AT,1,Śląskie
Diesel,Automatyczna,10,SsangYong,SsangYong Musso Grand 2.2 e-XDi Adventure 4WD,Gliwice (Śląskie),194900,Anonimowy sprzedawca,2023,2157,202,"Grand 2.2 Diesel, Indian Red, Wyprzedaż 2023!! + Akcesoria!",1,Śląskie
Benzyna,Automatyczna,16580,SsangYong,SsangYong Torres 1.5 T-GDI Wild,Kielce (Świętokrzyskie),167000,Anonimowy sprzedawca,2023,1497,163,"SsangYong Torres Wild, automat, instalacja LPG + dodatki!",1,Świętokrzyskie
Benzyna+LPG,Manualna,110000,SsangYong,SsangYong Tivoli 1.6 Sapphire,Raszyn (Mazowieckie),47900,Anonimowy sprzedawca,2016,1597,128,Bogate wyposażenie Niski Przebieg Bezwypadkowy Gwarancja od ASO,0,Mazowieckie
Benzyna,Manualna,54000,SsangYong,SsangYong Tivoli 1.6 Crystal Base,Raszyn (Mazowieckie),54900,Anonimowy sprzedawca,2019,1597,128,Salon Pierwszy właściciel Bezwypadkowy Gwarancja od ASO,0,Mazowieckie
Benzyna,Manualna,100000,SsangYong,SsangYong Tivoli 1.6 Quartz,Raszyn (Mazowieckie),44900,Anonimowy sprzedawca,2015,1597,128,Niski Przebieg Bezwypadkowy Gwarancja od ASO,0,Mazowieckie
Benzyna,Automatyczna,1850,SsangYong,SsangYong Tivoli 1.5 T-GDI Adventure Plus,Leszno (Wielkopolskie),109900,Anonimowy sprzedawca,2023,1497,163,SsangYong Tivoli 1.5 T-GDI Adventure Plus/ LIFT,1,Wielkopolskie
Benzyna,Manualna,38746,SsangYong,SsangYong Korando 1.5 T-GDI Quartz 2WD,Wrocław (Dolnośląskie),84900,Anonimowy sprzedawca,2022,1497,163,"Quartz 1.5T-GDI/163 KM, salon Polska, Gwaracja",0,Dolnośląskie
Benzyna,Manualna,95000,SsangYong,SsangYong Korando 1.5 T-GDI Quartz 2WD,Raszyn (Mazowieckie),79900,Anonimowy sprzedawca,2021,1497,163,"salon PL, 1właściciel, ledy, navi",0,Mazowieckie
Benzyna,Manualna,10026,SsangYong,SsangYong Tivoli,Lublin (Lubelskie),54000,Anonimowy sprzedawca,2019,1597,128,"1.6 e-XGi, Serwis ASO, Klima, Tempomat, Parktronic,",0,Lubelskie
Benzyna,Automatyczna,87500,Subaru,Subaru Impreza 2.0i Lineartronic Active,Nieporęt (Mazowieckie),33000,Prywatny sprzedawca,2013,1995,150,Subaru 2013 automat,1,Mazowieckie
Benzyna,Automatyczna,96300,Subaru,Subaru Forester,Niemce (Lubelskie),92500,Prywatny sprzedawca,2019,1995,149,"Subaru Forester 2.0i Boxer CVT, EyeSight, wersja Platinum, czarny",1,Lubelskie
Benzyna,Automatyczna,247000,Subaru,Subaru Impreza 2.0i Lineartronic Active,Kraków (Małopolskie),14900,Prywatny sprzedawca,2008,1995,150,2.0R 4x4 Stały+Reduktor…Zdrowa…Ładna,1,Małopolskie
Benzyna+LPG,Manualna,283000,Subaru,Subaru Legacy Kombi 2.0R Comfort,Gostyń (Wielkopolskie),13700,Prywatny sprzedawca,2007,1994,164,2.0 Benzyna 165 KM + LPG 4x4 2007r. Skóra Klimatyzacja Zarej !!,0,Wielkopolskie
Benzyna,Automatyczna,61020,Subaru,Subaru Outback,Białystok (Podlaskie),121900,Prywatny sprzedawca,2020,2387,260,Subaru OUTBACK Onyx XT 2.4t 260km,1,Podlaskie
Benzyna+LPG,Automatyczna,198542,Subaru,Subaru Outback 2.5 Automatik Active,Olsztyn (Warmińsko-mazurskie),19900,Prywatny sprzedawca,2006,2457,164,2.5 + GAZ _ 2006r _ Automat _ 4x4 _ Hak _ Grzane fotele _ POLECAM !!,1,Warmińsko-mazurskie
Benzyna+LPG,Automatyczna,190650,Subaru,Subaru Legacy,Warszawa (Mazowieckie),36000,Prywatny sprzedawca,2009,1994,150,"Subaru Legacy 2.0, automat + LPG. (NISKI PRZEBIEG)",1,Mazowieckie
Benzyna,Manualna,270000,Subaru,Subaru Legacy Kombi 2.5 4WD,Tuchola (Kujawsko-pomorskie),8900,Prywatny sprzedawca,2002,2457,164,Brak dodatkowych informacji,0,Kujawsko-pomorskie
Benzyna,Manualna,215000,Subaru,Subaru WRX STI 2.5 STTOP,Warszawa (Mazowieckie),79900,Prywatny sprzedawca,2011,2457,300,Subaru Impreza WRX STI 300KM Piękny 1 właściciel FV23 Po serwisie!,0,Mazowieckie
Benzyna,Manualna,169659,Subaru,Subaru Forester,Jelenia Góra (Dolnośląskie),68000,Prywatny sprzedawca,2016,1995,150,Subaru Forester IV,0,Dolnośląskie
Benzyna,Manualna,178000,Subaru,Subaru Legacy,Halinów (Mazowieckie),11000,Prywatny sprzedawca,2005,1994,137,"Pierwszy właciciel, nowy akumulator",0,Mazowieckie
Benzyna,Automatyczna,86000,Subaru,Subaru Forester 2.0X Lineartronic Platinum,Rzeszów (Podkarpackie),119900,Prywatny sprzedawca,2021,1995,150,"najwyższ wersja Touring 2,5",1,Podkarpackie
Benzyna,Manualna,278000,Subaru,Subaru Forester,Dąbrowa Tarnowska (Małopolskie),14900,Prywatny sprzedawca,2006,1994,158,Brak dodatkowych informacji,0,Małopolskie
Benzyna,Manualna,208000,Subaru,Subaru Forester 2.5 XT 000,Końskie (Świętokrzyskie),32900,Prywatny sprzedawca,2005,2457,230,"2.5 XT 230KM, salon PL, bezwypadkowy, niski przebieg, doinwestowany",0,Świętokrzyskie
Diesel,Manualna,247000,Subaru,Subaru Outback,Wejherowo (Pomorskie),12900,Prywatny sprzedawca,2010,1998,150,Subaru Outback | 4x4 | Xenon | Serwis |,0,Pomorskie
Benzyna,Manualna,127700,Subaru,Subaru Forester,Kraków (Małopolskie),55000,Prywatny sprzedawca,2014,1995,150,"Pierwszy właściciel, serwisowany w ASO, mały przebieg, F-VAT 23%",0,Małopolskie
Benzyna,Automatyczna,84877,Subaru,Subaru Forester 2.0 XT Platinum Lineartronic,Mikołów (Śląskie),123000,Prywatny sprzedawca,2017,1995,241,Pierwszy właściciel i użytkownik,1,Śląskie
Benzyna+LPG,Manualna,329986,Subaru,Subaru Forester 2.0 XT Turbo,Lublin (Lubelskie),26900,Prywatny sprzedawca,2003,1994,177,Subaru Forester 2.0 XT EJ205 4x4 UNIKAT,0,Lubelskie
Benzyna,Automatyczna,75188,Subaru,Subaru Outback,Białystok (Podlaskie),111500,Prywatny sprzedawca,2019,3600,260,Subaru Outback 3.6L Limited Edition 2019 - Biała perła,1,Podlaskie
Benzyna,Manualna,114900,Subaru,Subaru XV 1.6i Comfort,Skępe (Kujawsko-pomorskie),45500,Prywatny sprzedawca,2015,1600,114,"4x4 1,6 benzyna mały Przebieg Piekne SUBARU Stan Perfekcyjny!!!",0,Kujawsko-pomorskie
Benzyna,Automatyczna,83000,Subaru,Subaru Outback,Poznań (Wielkopolskie),109999,Prywatny sprzedawca,2018,2498,175,"Subaru Outback 3.6, 2018",1,Wielkopolskie
Benzyna,Manualna,203734,Subaru,Subaru Forester,Czajków (Wielkopolskie),18950,Prywatny sprzedawca,2006,1994,158,Subaru stan idealny,0,Wielkopolskie
Benzyna,Automatyczna,160000,Subaru,Subaru Forester 2.0 i Exclusive Special (EyeSight) Lineartronic,Namysłów (Opolskie),90000,Prywatny sprzedawca,2019,1995,150,Stan bardzo dobry,1,Opolskie
Benzyna,Manualna,251000,Subaru,Subaru Legacy SW 2.5i Comfort MT,Rzeszów (Podkarpackie),13900,Prywatny sprzedawca,2004,2457,164,2.5 Benzyna Navi 4x4 AWD Podgrz. Fotele Manual HAK RZESZÓW !,0,Podkarpackie
Benzyna,Automatyczna,240000,Subaru,Subaru Forester 2.0XT Platinum Lineartronic,Wieluń (Łódzkie),58500,Prywatny sprzedawca,2014,1998,240,Subaru Forester 2.0XT,1,Łódzkie
Benzyna,Automatyczna,136500,Subaru,Subaru Outback,Mińsk Mazowiecki (Mazowieckie),119500,Prywatny sprzedawca,2019,3630,260,Subaru Ouback BS 3.6 Limited,1,Mazowieckie
Benzyna,Automatyczna,107100,Subaru,Subaru Forester 2.0 i Active Lineartronic,Gdańsk (Pomorskie),74900,Prywatny sprzedawca,2017,1995,150,Subaru Forester IV 2.0i 4x4 2017 r.,1,Pomorskie
Benzyna,Manualna,63000,Subaru,Subaru BRZ 2.0i Sport +,Legnica (Dolnośląskie),95000,Prywatny sprzedawca,2017,1998,200,"Subaru BRZ, manual, polski salon, faktura VAT 23%",0,Dolnośląskie
Benzyna,Automatyczna,123000,Subaru,Subaru Forester 2.0XT Platinum Lineartronic EU6,Wrocław (Dolnośląskie),73500,Prywatny sprzedawca,2015,1998,240,Subaru Forester Platinum Wrocław,1,Dolnośląskie
Benzyna,Automatyczna,75000,Subaru,Subaru Outback 2.5i Exclusive (EyeSight) Lineartronic,Lublin (Lubelskie),146000,Prywatny sprzedawca,2022,2498,175,Subaru Outback LIMITED 2022r,1,Lubelskie
Hybryda,Automatyczna,110000,Subaru,Subaru Forester 2.0i-L Platinum (EyeSight) Lineartronic,Gdańsk (Pomorskie),123900,Prywatny sprzedawca,2020,1995,150,"Subaru Forester 2.0i-L Platinium (EyeSight) Lineatronic, salon Polska",1,Pomorskie
Benzyna,Automatyczna,85570,Subaru,Subaru Outback,Dobczyce (Małopolskie),102000,Prywatny sprzedawca,2019,2498,175,Subaru Outback 4x4 full opcja,1,Małopolskie
Benzyna,Automatyczna,189633,Suzuki,Suzuki Vitara 1.4 Boosterjet Allgrip Automatik S,Piła (Wielkopolskie),57899,Anonimowy sprzedawca,2017,1373,140,GWARANCJA*Full Ledy*Automat*4x4*Navi*Kamera*Skóry*Keyless*Bezwypadkowa,1,Wielkopolskie
Benzyna+LPG,Manualna,225000,Suzuki,Suzuki Grand Vitara 1.6,Sobolew (Mazowieckie),24000,Prywatny sprzedawca,2006,1586,106,"Suzuki Grand VITARA 1,6 Gaz",0,Mazowieckie
Diesel,Manualna,160000,Suzuki,Suzuki SX4 S-Cross 1.6 DDiS 4x2 Comfort,Krotoszyn (Wielkopolskie),35900,Prywatny sprzedawca,2013,1598,120,Stan Idealny,0,Wielkopolskie
Benzyna,Manualna,157000,Suzuki,Suzuki Vitara,Siedlce (Mazowieckie),51900,Prywatny sprzedawca,2015,1586,120,"2015r 4x4 1.6 benzyna.157000przebiegu,100%orginal",0,Mazowieckie
Benzyna,Manualna,105000,Suzuki,Suzuki Splash 1.2 Comfort,Żory (Śląskie),16900,Prywatny sprzedawca,2008,1242,86,1.2 benzyna/ niski przebieg/ klima/2xkoła/alufelgi/podg.siedzenia,0,Śląskie
Diesel,Manualna,123000,Suzuki,Suzuki SX4 S-Cross 1.6 DDiS Premium,Gdańsk (Pomorskie),41600,Prywatny sprzedawca,2015,1598,120,Pierwszy właściciel w Polsce. Samochód w b. dobrym stanie technicznym,0,Pomorskie
Benzyna,Manualna,195329,Suzuki,Suzuki Swift 1.2 Comfort,Swarzędz (Wielkopolskie),18400,Prywatny sprzedawca,2011,1242,94,5Drzwi COMFORT *Bluetooth *Klimatyzacja *Elektryka *Czarny *Idealny,0,Wielkopolskie
Benzyna,Manualna,204000,Suzuki,Suzuki Grand Vitara 2.4 Premium EU5,Sochaczew (Mazowieckie),29700,Prywatny sprzedawca,2012,2393,169,Brak dodatkowych informacji,0,Mazowieckie
Diesel,Manualna,210400,Suzuki,Suzuki SX4 2.0 DDiS Comfort 4WD,Ostrów Mazowiecka (Mazowieckie),19900,Prywatny sprzedawca,2012,1956,135,Navigacja 4x4 Zarejestrowany,0,Mazowieckie
Benzyna,Manualna,128800,Suzuki,Suzuki Swift 1.3 GLX / Comfort,Strękowa Góra (Podlaskie),16500,Prywatny sprzedawca,2009,1328,92,1 właściciel.bezwypadkowy.serwisowany,0,Podlaskie
Benzyna,Manualna,10,Suzuki,Suzuki Jimny 1.5 Pro,Poznań (Wielkopolskie),135900,Anonimowy sprzedawca,2023,1462,102,PRO 1.5 4WD 5MT / Bluish Black,0,Wielkopolskie
Benzyna,Manualna,69000,Suzuki,Suzuki SX4 S-Cross,Koszalin (Zachodniopomorskie),64990,Prywatny sprzedawca,2018,1373,140,"S-Cross All Grip 4x4, mały przebieg!",0,Zachodniopomorskie
Benzyna,Automatyczna,98000,Suzuki,Suzuki Swift 1.2 Comfort,Środa Wielkopolska (Wielkopolskie),35300,Prywatny sprzedawca,2012,1242,94,SalonPL/bezwypadkowy-FABRYCZNY LAKIER na całym aucie/AUTOMAT/wzorowy,1,Wielkopolskie
Benzyna,Manualna,152000,Suzuki,Suzuki Swift,Stara Niedziałka (Mazowieckie),14900,Prywatny sprzedawca,2008,1490,102,"Pierwszy właściciel w Polsce, Stan bardzo dobry, Nowy akumulator",0,Mazowieckie
Benzyna,Automatyczna,113956,Suzuki,Suzuki Vitara 1.6 Premium 4WD,Elbląg (Warmińsko-mazurskie),65900,Prywatny sprzedawca,2017,1586,120,1.6 16V -120 KM - All Grip / Automat / Kamera / Salon Polska,1,Warmińsko-mazurskie
