fuel_type,gearbox,mileage [km],model,name,place,price [pln],seller_type,year,engine_capacity [cm3],horsepower [km],additional_specification,is_gearbox_automatic,region
Benzyna,Manualna,62000,Abarth,Abarth 595,Bydgoszcz (Kujawsko-pomorskie),63000,Prywatny sprzedawca,2019,1368,145,"Abarth 595 70th Aniversario 2019/2020 - pierwszy właściciel, salon PL",0,Kujawsko-pomorskie
Benzyna,Manualna,56800,Abarth,Abarth 695,Bielsko-Biała (Śląskie),99000,Prywatny sprzedawca,2018,1368,165,ABARTH 695C XSR YAMAHA cabriolet Akrapovic CESJA leasing,0,Śląskie
Benzyna,Manualna,59000,Abarth,Abarth 595,Warszawa (Mazowieckie),71000,Prywatny sprzedawca,2018,1368,165,Abarth 595 - 165 KM | 59 000 km | Oryginalny wydech Akrapovic |,0,Mazowieckie
Benzyna,Manualna,80089,Abarth,Abarth 595,Jaworze (Śląskie),59500,Prywatny sprzedawca,2016,1368,164,fiat 500 Abarth C w wersji 595 Turismo (cabriolet) ewentualnie ZAMIANA,0,Śląskie
Benzyna,Manualna,33000,Abarth,Abarth 595,Wojcieszów (Dolnośląskie),70000,Anonimowy sprzedawca,2021,1368,145,Bardzo ładny ABARTH 595 w wyjątkowej stylizacji !!!,0,Dolnośląskie
Benzyna,Automatyczna,7684,Abarth,Abarth 595,Kraków (Małopolskie),107000,Prywatny sprzedawca,2021,1368,165,Turismo,1,Małopolskie
Benzyna,Manualna,29000,Abarth,Abarth 500 595 1.4 T-Jet 16v Turismo,Tarnowskie Góry (Śląskie),79999,Anonimowy sprzedawca,2022,1368,165,"595 Turismo, Polski Salon, Pierwszy Właściciel, FV VAT",0,Śląskie
Benzyna,Manualna,24000,Abarth,Abarth 595,Gniezno (Wielkopolskie),79900,Anonimowy sprzedawca,2021,1400,145,24 tyś/km - Gwarancja * Klimatyzacja * Zarejestrowany w PL *,0,Wielkopolskie
Benzyna,Automatyczna,48000,Abarth,Abarth 124 1.4 MultiAir,Nieborów (Łódzkie),71900,Prywatny sprzedawca,2017,1368,170,"Abarth 124 Spider, 170KM, niski przebieg, bogata opcja",1,Łódzkie
Benzyna,Manualna,50100,Abarth,Abarth 595,Warszawa (Mazowieckie),92000,Prywatny sprzedawca,2021,1368,180,"Abarth 595 COMPETIZIONE 180KM, 2021r., salon PL, CESJA LEASINGU!",0,Mazowieckie
Benzyna,Manualna,87965,Abarth,Abarth 595,Katowice (Śląskie),68998,Anonimowy sprzedawca,2020,1368,145,"1.4 T-Jet Abarth , Salon Polska, 1. Właściciel, VAT 23%, Skóra, Klima,",0,Śląskie
Benzyna,Manualna,60000,Abarth,Abarth 595,Limanowa (Małopolskie),79900,Prywatny sprzedawca,2019,1368,165,Kabrio 2019r 1.4 165KM Manual Lift Nawigacja Klimatronik BeżoweSkóry,0,Małopolskie
Benzyna,Manualna,27738,Abarth,Abarth 500,Bielany Wrocławskie (Dolnośląskie),70000,Anonimowy sprzedawca,2019,1368,140,"1.4 T-Jet Abarth , Salon Polska, 1. Właściciel, Serwis ASO,",0,Dolnośląskie
Benzyna,Manualna,190000,Abarth,Abarth Grande Punto,Częstochowa (Śląskie),21990,Prywatny sprzedawca,2008,1368,155,"Obniżony , klimatronik, skory",0,Śląskie
Benzyna,Manualna,89000,Abarth,Abarth 500 595 1.4 T-Jet 16v Pista,Wrocław (Dolnośląskie),35000,Prywatny sprzedawca,2013,1368,160,Abarth 500 cabrio,0,Dolnośląskie
Benzyna,Automatyczna,8900,Abarth,Abarth 595,Gdańsk (Pomorskie),103900,Anonimowy sprzedawca,2021,1368,165,"niski przebieg, piękny konfig, PPF front",1,Pomorskie
Benzyna,Manualna,127000,Abarth,Abarth 500 595 1.4 T-Jet 16v Turismo,Bydgoszcz (Kujawsko-pomorskie),58900,Prywatny sprzedawca,2016,1368,165,2016 r. 1.4 T 165 KM 595 turismo CLIMATRONIC PDC Alu Oryg przebieg,0,Kujawsko-pomorskie
Benzyna,Automatyczna,42000,Abarth,Abarth 595,Świdnica (Dolnośląskie),82000,Prywatny sprzedawca,2019,1368,180,Abarth 595 Competizione MTA,1,Dolnośląskie
Benzyna,Manualna,6800,Abarth,Abarth 595,Świdnica (Dolnośląskie),149000,Prywatny sprzedawca,2020,1368,180,Abarth 595C Competizione Anniversario 70’,0,Dolnośląskie
Benzyna,Manualna,124600,Abarth,Abarth 500,Wiśniowa (Małopolskie),41000,Prywatny sprzedawca,2008,1368,160,Abarth 500,0,Małopolskie
Benzyna,Manualna,18589,Abarth,Abarth 595,Wrocław (Dolnośląskie),79900,Anonimowy sprzedawca,2022,1368,165,"Turismo, Bezwypadkowy, Salon Polska, 1 właściciel",0,Dolnośląskie
Benzyna,Manualna,120000,Abarth,Abarth 500,Pleszew (Wielkopolskie),43900,Prywatny sprzedawca,2012,1368,135,"Abarth 500 1.4T 135KM, Klima, Skóra",0,Wielkopolskie
Benzyna,Manualna,31190,Abarth,Abarth 595,Bielawa (Dolnośląskie),66900,Prywatny sprzedawca,2022,1368,145,Abarth 500 1.4 TURBO nawigacja,0,Dolnośląskie
Benzyna,Automatyczna,39800,Abarth,Abarth 695,Warszawa (Mazowieckie),99999,Anonimowy sprzedawca,2023,1368,180,Competizione*Wydechy MONZA*Salon PL*Fv23%*Gwarancja*Automat*Navi*,1,Mazowieckie
Benzyna,Automatyczna,1,Abarth,Abarth 124,Poznań (Wielkopolskie),1000000,Anonimowy sprzedawca,2025,1395,1,Brak dodatkowych informacji,1,Wielkopolskie
Benzyna,Manualna,34755,Abarth,Abarth 595,Rudawa (Małopolskie),66900,Anonimowy sprzedawca,2019,1368,163,Navigacja Czujniki parkowania Skora,0,Małopolskie
Benzyna,Manualna,72700,Abarth,Abarth 595,Kraków (Małopolskie),79900,Prywatny sprzedawca,2020,1395,179,Esseesse/Sabelt 70th/Akropovic/Carbon/max opcja,0,Małopolskie
Benzyna,Manualna,42300,Abarth,Abarth 500 595 1.4 T-Jet 16v,Wieliczka (Małopolskie),52600,Prywatny sprzedawca,2016,1368,145,Abarth 595,0,Małopolskie
Benzyna,Manualna,95000,Abarth,Abarth 595,Rybnik (Śląskie),49900,Anonimowy sprzedawca,2017,1368,145,595 ABARTH 1.4 Turbo 145KM kubełkowe fotele/SPORT/alumki/serwisowany/,0,Śląskie
Benzyna,Manualna,53787,Abarth,Abarth 595,Warszawa (Mazowieckie),70900,Anonimowy sprzedawca,2018,1368,165,LIFT 1.4T Turismo Klimatronik Navi Skóra SportPack ParkAssist LED EDS,0,Mazowieckie
Benzyna,Automatyczna,152000,Abarth,Abarth 595,Lublin (Lubelskie),46595,Prywatny sprzedawca,2010,1368,160,cabrio automat doinwestowany perfekcyjny wygląd garażowany.,1,Lubelskie
Benzyna,Manualna,17280,Abarth,Abarth 595,Katowice (Śląskie),75000,Prywatny sprzedawca,2021,1368,145,"Stan idealny, bezwypadkowy - potwierdzony w raporcie carvertical",0,Śląskie
Benzyna,Automatyczna,31653,Acura,Acura RDX,Łomża (Podlaskie),145000,Prywatny sprzedawca,2021,2000,275,Acura Rdx III,1,Podlaskie
Benzyna,Automatyczna,55000,Acura,Acura RDX,Wyżne (Podkarpackie),142000,Prywatny sprzedawca,2019,1998,272,Acura RDX,1,Podkarpackie
Benzyna,Automatyczna,16771,Acura,Acura Inny,Oleśnica (Dolnośląskie),50000,Prywatny sprzedawca,2013,1997,156,Acura ILX Honda Accord niski przebieg oryginalny,1,Dolnośląskie
Benzyna,Automatyczna,39500,Acura,Acura MDX 3.7 V6 Base,Rzeszów (Podkarpackie),249500,Prywatny sprzedawca,2022,3664,300,ACURA MDX 3.5 V6 A-Spec,1,Podkarpackie
Benzyna,Automatyczna,130173,Acura,Acura MDX 3.7 V6 Base,Czarnylas (Wielkopolskie),155000,Prywatny sprzedawca,2017,3664,300,Sprzedam ACURA MDX 3.6 V6 2017,1,Wielkopolskie
Benzyna,Automatyczna,255000,Acura,Acura TL 3.2,Gdynia (Pomorskie),27500,Prywatny sprzedawca,2005,3210,270,"Acura TL 2005 3,2 V6 V-TEC 270 koni",1,Pomorskie
Benzyna,Automatyczna,5227,Acura,Acura MDX,Mińsk Mazowiecki (Mazowieckie),182000,Anonimowy sprzedawca,2024,3500,290,"2024, 3.5L, 4x4, TECHNOLOGY, porysowany lakier",1,Mazowieckie
Benzyna,Automatyczna,85903,Acura,Acura RDX,Białystok (Podlaskie),140000,Prywatny sprzedawca,2019,1996,272,Acura RDX ADVANCE *Honda Premium*,1,Podlaskie
Benzyna,Automatyczna,103995,Acura,Acura MDX,Kiekrz (Wielkopolskie),94999,Prywatny sprzedawca,2014,3471,254,Moje prywatne auto od 4 lat,1,Wielkopolskie
Benzyna,Automatyczna,118000,Acura,Acura MDX 3.7 V6 Base,Kraków (Małopolskie),109000,Prywatny sprzedawca,2014,3664,300,"Acura MDX Advance 300KM, 4x4=SH-AWD",1,Małopolskie
Benzyna,Automatyczna,149000,Acura,Acura MDX 3.7 V6 Base,Kraków (Małopolskie),79900,Prywatny sprzedawca,2013,3664,300,Stan Idealny !!! 4x4 SH-AWD !!!,1,Małopolskie
Benzyna,Automatyczna,69500,Acura,Acura RDX,Wrocław (Dolnośląskie),170000,Prywatny sprzedawca,2022,1996,272,2022 Po lifcie,1,Dolnośląskie
Benzyna,Automatyczna,28600,Acura,Acura RDX,Wrocław (Dolnośląskie),165000,Prywatny sprzedawca,2023,1996,276,Acura RDX,1,Dolnośląskie
Benzyna,Automatyczna,37000,Acura,Acura Inny,Ząbki (Mazowieckie),119000,Prywatny sprzedawca,2019,3471,320,"Acura TLX Tech 3,5 FWD 2019",1,Mazowieckie
Benzyna,Automatyczna,118000,Acura,Acura RDX,Liszki (Małopolskie),139000,Prywatny sprzedawca,2019,1996,272,Acura RDX Wersja A-SPEC 4X4 SH-AWD 2.0 272KM.,1,Małopolskie
Benzyna,Automatyczna,61000,Acura,Acura RDX,Stargard (Zachodniopomorskie),139900,Prywatny sprzedawca,2021,1996,272,ACURA A-Spec AWD 4x4 272 KM,1,Zachodniopomorskie
Diesel,Automatyczna,53500,Aixam,Aixam Crossline,Wisła Wielka (Śląskie),40000,Prywatny sprzedawca,2018,599,15,Aixam Crossline/ Homologacja L7E,1,Śląskie
Diesel,Automatyczna,49500,Aixam,Aixam Crossover,Ząbkowice Śląskie (Dolnośląskie),29950,Prywatny sprzedawca,2015,400,4,Czterokołowiec lekki L6E bez prawa jazdy B,1,Dolnośląskie
Diesel,Automatyczna,8741,Aixam,Aixam Coupe,Zambrów (Podlaskie),63960,Prywatny sprzedawca,2022,479,8,Aixam Coupe GTI jak nowy,1,Podlaskie
Diesel,Automatyczna,14200,Aixam,Aixam City,Pajęczno (Łódzkie),33900,Prywatny sprzedawca,2014,480,4,Microcar Ligier Js50 492 Dci 2020/2014 zadbany mały przebieg bezwypadk,1,Łódzkie
Diesel,Automatyczna,17950,Aixam,Aixam City,Pajęczno (Łódzkie),64999,Prywatny sprzedawca,2020,599,15,Microcar Crossover L7e 4 osobowy na B1 15KM zadbany ABS Kamera alu LED,1,Łódzkie
Benzyna,Automatyczna,52000,Aixam,Aixam Crossline,Urle (Mazowieckie),23900,Prywatny sprzedawca,2008,505,20,"Aixam Crossline Super Luxe (Benzyna, 4-osobowy, 2008, L7e - kat. B1)",1,Mazowieckie
Diesel,Automatyczna,28500,Aixam,Aixam City,Pajęczno (Łódzkie),36900,Prywatny sprzedawca,2016,523,4,Ligier Microcar Chatenet Ch26 Yanmar L6e zadbany kamera PL Fv23%,1,Łódzkie
Diesel,Automatyczna,54000,Aixam,Aixam City,Lubiecz (Wielkopolskie),26500,Prywatny sprzedawca,2016,500,4,Bellier B8,1,Wielkopolskie
Diesel,Automatyczna,19000,Aixam,Aixam Crossover,Kielce (Świętokrzyskie),35900,Prywatny sprzedawca,2021,479,8,Aixam Crossover Bogata Wersja Kamera Parktronic Ledy Alu,1,Świętokrzyskie
Diesel,Automatyczna,83000,Aixam,Aixam City,Pułtusk (Mazowieckie),18900,Prywatny sprzedawca,2009,523,5,JDM ligier microcar Auto L6E od 14 Lat bez Prawka kat.B Transport,1,Mazowieckie
Diesel,Automatyczna,13400,Aixam,Aixam City,Pajęczno (Łódzkie),31900,Prywatny sprzedawca,2017,505,4,Microcar M.go Ligier L6e Diesel zadbany kamera LED czujniki zarej. PL,1,Łódzkie
Diesel,Automatyczna,65300,Aixam,Aixam City,Marki (Mazowieckie),5700,Anonimowy sprzedawca,2001,400,5,Micro car Liger Chatenet,1,Mazowieckie
Diesel,Automatyczna,71000,Aixam,Aixam Crossover,Marki (Mazowieckie),18900,Anonimowy sprzedawca,2015,400,5,Kat L6b Liger Chatanet Microcar,1,Mazowieckie
Diesel,Automatyczna,1,Aixam,Aixam Coupe,Nowy Targ (Małopolskie),75280,Anonimowy sprzedawca,2024,479,8,AIXAM COUPE SPORT - auto od 14-tego roku życia,1,Małopolskie
Diesel,Automatyczna,550,Aixam,Aixam Inny,Nowy Targ (Małopolskie),48900,Anonimowy sprzedawca,2024,479,8,AIXAM MINAUTO ACCESS - auto dla 14-to latków,1,Małopolskie
Diesel,Automatyczna,1,Aixam,Aixam City,Nowy Targ (Małopolskie),65530,Anonimowy sprzedawca,2024,479,8,Nowy AIXAM model city pack,1,Małopolskie
Diesel,Automatyczna,1,Aixam,Aixam City,Nowy Targ (Małopolskie),74630,Anonimowy sprzedawca,2024,479,8,AIXAM CITY SPORT - auto dla 14-to latków,1,Małopolskie
Diesel,Automatyczna,19293,Aixam,Aixam City,Żuromin (Mazowieckie),41900,Prywatny sprzedawca,2022,479,8,SPORT Kamera sprowadzony zarejestrowany kt L6e od 14 LAT,1,Mazowieckie
Diesel,Automatyczna,31377,Aixam,Aixam A741,Gorlice (Małopolskie),13900,Prywatny sprzedawca,2004,400,5,Ligier Microcar Chatenet JDM bez prawa jazdy AM od 14 roku życia L6e,1,Małopolskie
Diesel,Automatyczna,24100,Aixam,Aixam Crossline,Jaroszyn (Wielkopolskie),70000,Anonimowy sprzedawca,2020,599,15,Gwarancja / Kategoria L7E / VAT 23%,1,Wielkopolskie
Diesel,Automatyczna,1,Aixam,Aixam Crossover,Wrocław (Dolnośląskie),94999,Anonimowy sprzedawca,2024,479,8,"Premium ,L6E od 14/16 roku życia, KLIMATYZACJA, ABS , Kamera cofania",1,Dolnośląskie
Diesel,Automatyczna,14000,Aixam,Aixam City,Jaroszyn (Wielkopolskie),36500,Anonimowy sprzedawca,2022,479,8,Gwarancja / Kategoria L6E / Dostarczymy auto pod dom/ Raty,1,Wielkopolskie
Diesel,Automatyczna,44000,Aixam,Aixam City,Olecko (Warmińsko-mazurskie),29900,Anonimowy sprzedawca,2017,400,5,Minauto S8 400cm3 5KM *Kategoria L6E*Od 14-tego roku życia*2017r,1,Warmińsko-mazurskie
Diesel,Automatyczna,30985,Aixam,Aixam City,Iwkowa (Małopolskie),25000,Anonimowy sprzedawca,2013,400,5,AM B1 L6e od 14 lat duży wybór | gwarancja | transport pod dom | aixam,1,Małopolskie
Diesel,Automatyczna,8550,Aixam,Aixam Coupe,Gniezno (Wielkopolskie),36200,Prywatny sprzedawca,2016,479,6,Niski przebieg - microcar L6e - od 14 lat motorower - GTI COUPE carbon,1,Wielkopolskie
Diesel,Automatyczna,14216,Aixam,Aixam City,Żuromin (Mazowieckie),40900,Prywatny sprzedawca,2021,479,6,City SPORT Kamera sprowadzony zarejestrowany Kt L6e od 14 Lat,1,Mazowieckie
Diesel,Automatyczna,42406,Aixam,Aixam City,Koźmin Wielkopolski (Wielkopolskie),38900,Anonimowy sprzedawca,2021,479,8,2021 - L6e AM - od 14 roku życia,1,Wielkopolskie
Diesel,Automatyczna,1,Aixam,Aixam City,Chorzów (Śląskie),63650,Anonimowy sprzedawca,2024,479,8,Pack od 14 roku życia! AIXAM MOTO Chorzów,1,Śląskie
Diesel,Automatyczna,24578,Aixam,Aixam A751,Płońsk (Mazowieckie),31500,Prywatny sprzedawca,2013,523,4,"Chatenet CH26 kat. L6e , bez prawa jazdy",1,Mazowieckie
Diesel,Automatyczna,130000,Alfa Romeo,Mercedes-Benz Klasa C,Garwolin (Mazowieckie),16900,Prywatny sprzedawca,2014,2143,204,Silnik 651 niski przebieg AMG line 4matic,1,Mazowieckie
Benzyna,Manualna,63015,Alfa Romeo,Hyundai i10 1.0 BlueDrive Go,Sochaczew (Mazowieckie),26900,Prywatny sprzedawca,2013,998,66,Salon Polska Bogate wyposażenie niski przebieg,0,Mazowieckie
Hybryda,Manualna,3,Alfa Romeo,Fiat Panda 1.0 Hybrid Cross,Legnica (Dolnośląskie),69990,Anonimowy sprzedawca,2024,999,70,Nowy Fiat Pandina SUPER CENA Dostępna od ręki !!!,0,Dolnośląskie
Benzyna,Automatyczna,61992,Alfa Romeo,Mazda 3,Łódź (Łódzkie),59999,Prywatny sprzedawca,2016,1998,120,Mazda 3*2.0 120KM*61900km*100% Oryginał*Gwarancja*Zarejestrowana,1,Łódzkie
Benzyna,Manualna,141000,Alfa Romeo,Toyota Corolla 1.6 Active,Warszawa (Mazowieckie),43000,Prywatny sprzedawca,2016,1598,132,Toyota Corolla 1.6 Active Sedan,0,Mazowieckie
Benzyna,Manualna,112474,Alfa Romeo,Opel Corsa 1.2 16V Cosmo,Szczecin (Zachodniopomorskie),19800,Prywatny sprzedawca,2014,1229,85,Opel Corsa D COSMO,0,Zachodniopomorskie
Benzyna,Manualna,116500,Alfa Romeo,Nissan Qashqai+2,Warszawa (Mazowieckie),44000,Prywatny sprzedawca,2013,1997,140,4X4 Kamera 360 Panorama,0,Mazowieckie
Benzyna+LPG,Manualna,210000,Alfa Romeo,Renault Thalia 1.2 16V All Inclusive,Kraków (Małopolskie),9500,Prywatny sprzedawca,2011,1149,75,"Pełna historia serwisowa, Salon POLSKA, LPG, All Inclusive",0,Małopolskie
Benzyna,Manualna,66400,Alfa Romeo,Audi S3 2.0 TFSI Quattro,Ząbki (Mazowieckie),85000,Prywatny sprzedawca,2015,1984,300,Audi s3 8v,0,Mazowieckie
Hybryda,Automatyczna,180000,Alfa Romeo,Toyota Prius (Hybrid),Warszawa (Mazowieckie),45000,Prywatny sprzedawca,2015,1798,99,Toyota Prius III,1,Mazowieckie
Benzyna,Automatyczna,157000,Alfa Romeo,Audi A5,Płock (Mazowieckie),64900,Prywatny sprzedawca,2016,1984,225,Audi A5 Coupe Competition S-line 2.0 TFSI Quattro,1,Mazowieckie
Benzyna,Automatyczna,124000,Alfa Romeo,BMW 3GT 330i xDrive GT M Sport,Iława (Warmińsko-mazurskie),94900,Prywatny sprzedawca,2016,1998,252,BMW 330i xDrive GT M Pakiet,1,Warmińsko-mazurskie
Benzyna,Manualna,93000,Alfa Romeo,Citroën C4 1.6 16V Exclusive,Rzepin (Lubuskie),8900,Prywatny sprzedawca,2007,1587,109,"z Niemiec BDB, 5-drzwi, 93tys. km",0,Lubuskie
Benzyna+LPG,Manualna,190000,Alfa Romeo,Seat Ibiza,Kraków (Małopolskie),18500,Prywatny sprzedawca,2008,1390,86,"Seat Ibiza 2008 – Klimatronic, Gaz BRC, Tempomat, Alufelgi,190 tys. km",0,Małopolskie
Hybryda Plug-in,Automatyczna,36850,Alfa Romeo,Jeep Compass 1.3 T4 PHEV 4xe Limited S&S,Przasnysz (Mazowieckie),129899,Anonimowy sprzedawca,2023,1332,180,LIFT 2023r FVAT23% 1.3 T4 Phev 190cv Limited 4xe Automat,1,Mazowieckie
Benzyna,Automatyczna,58700,Alfa Romeo,Seat Arona 1.0 TSI OPF DSG XCELLENCE,Huta (Wielkopolskie),63900,Prywatny sprzedawca,2022,999,110,1.0 TSI DSG Full Serwis Jak Nowy Bezwypadek Nowe Opony Alu Led,1,Wielkopolskie
Benzyna,Manualna,44195,Alfa Romeo,Peugeot 208 1.2 PureTech Active S&S,Pruchna (Śląskie),52900,Prywatny sprzedawca,2020,1199,75,PEUGEOT 208 1.2 PURETECH ACTIVE S&S - Salon Polska - Serwisowany w ASO,0,Śląskie
Diesel,Manualna,236478,Alfa Romeo,Volkswagen Polo,Gorzów Wielkopolski (Lubuskie),16900,Prywatny sprzedawca,2010,1598,75,Brak dodatkowych informacji,0,Lubuskie
Hybryda Plug-in,Automatyczna,139800,Alfa Romeo,Audi A6 Avant 55 TFSI e quattro S tronic S line,Przasnysz (Mazowieckie),149999,Anonimowy sprzedawca,2021,1984,265,1WŁ FVAT23% Bezwypadkowy Serwis ASO S-Line Virtual Radar,1,Mazowieckie
Benzyna,Automatyczna,97000,Alfa Romeo,Alfa Romeo Stelvio 2.0 Turbo Veloce Q4,Katowice (Śląskie),129000,Prywatny sprzedawca,2020,1995,280,Alfa Romeo Stelvio Veloce Q4 (polift - wydech MG) pierwszy właściciel,1,Śląskie
Diesel,Automatyczna,240000,Alfa Romeo,Audi A6 2.0 TDI ultra S tronic,Domatowo (Pomorskie),76000,Prywatny sprzedawca,2017,1968,190,"2.0 TDI, 190KM, S-tronic, HAK, ogrzewanie postojowe",1,Pomorskie
Benzyna,Manualna,54500,Alfa Romeo,Audi A1 25 TFSI Advanced,Chełmiec (Małopolskie),59999,Prywatny sprzedawca,2020,999,95,Audi A1 82A Advanced,0,Małopolskie
Hybryda,Automatyczna,264100,Alfa Romeo,Toyota Prius,Lubin (Dolnośląskie),38000,Prywatny sprzedawca,2010,1798,99,TOYOTA PRIUS 3 pierwszy właściciel w kraju.,1,Dolnośląskie
Diesel,Manualna,209000,Alfa Romeo,Opel Insignia 2.0 CDTI ecoFLEX Innovation,Krotoszyn (Wielkopolskie),21500,Prywatny sprzedawca,2010,1956,160,Opel Insignia 2.0 CDTI ecoFLEX Innovation,0,Wielkopolskie
Hybryda,Automatyczna,37000,Alfa Romeo,Toyota Camry 2.5 Hybrid Executive CVT,Kobyłka (Mazowieckie),135900,Prywatny sprzedawca,2023,2487,178,"Full Led, Skórzana tapicerka, alu felgi 18"", podgrzewane fotele",1,Mazowieckie
Hybryda Plug-in,Automatyczna,40000,Alfa Romeo,Volvo V60,Warszawa (Mazowieckie),145000,Prywatny sprzedawca,2021,1969,303,Plug-In Hybrid R-Design T8 AWD Recharge,1,Mazowieckie
Benzyna+LPG,Manualna,171100,Alfa Romeo,Opel Antara 2.4 4x4 Design Edition,Warszawa (Mazowieckie),35900,Prywatny sprzedawca,2011,2384,167,Design Edition 4x4 Benzyna/LPG,0,Mazowieckie
Diesel,Manualna,249546,Alfa Romeo,Seat Leon,Gorzów Wielkopolski (Lubuskie),14500,Prywatny sprzedawca,2006,1896,105,Brak dodatkowych informacji,0,Lubuskie
Diesel,Manualna,200000,Alfa Romeo,Hyundai Tucson 2.0 CRDI BlueDrive Comfort 2WD,Płock (Mazowieckie),57900,Prywatny sprzedawca,2016,1995,136,"Faktura Vat,kamera cofania,podgrzewane fotele,podgrzbogate wyposażenie",0,Mazowieckie
Benzyna+LPG,Manualna,225000,Alfa Romeo,Suzuki Grand Vitara 1.6,Sobolew (Mazowieckie),24000,Prywatny sprzedawca,2006,1586,106,"Suzuki Grand VITARA 1,6 Gaz",0,Mazowieckie
Benzyna,Manualna,270000,Alfa Romeo,BMW Seria 3 328i M Sport,Wolsztyn (Wielkopolskie),45000,Prywatny sprzedawca,2014,1997,245,Stan dobry bmw f31 328i bmw m sport estoril blue,0,Wielkopolskie
Benzyna,Automatyczna,37800,Alfa Romeo,Kia Stinger 3.3 T-GDI V6 GT AWD,Ruda Śląska (Śląskie),131500,Prywatny sprzedawca,2017,3342,370,KIA Stinger 3.3 T-GDI V6 GT Prestige Line AWD,1,Śląskie
Benzyna,Automatyczna,44435,Alpine,Alpine A110 GT,Sękocin Nowy (Mazowieckie),250000,Anonimowy sprzedawca,2023,1798,300,"A110 GT 300KM Seria lim. nr 20/110 alu18"" audio Focal FULL OPCJA PL",1,Mazowieckie
Benzyna,Manualna,1200,Alpine,Alpine A110,Wiązów (Dolnośląskie),1200000,Prywatny sprzedawca,1974,1600,138,Alpine A110 1800 Gr.4 - 1974 rok auto Sobiesława Zasady,0,Dolnośląskie
Benzyna,Automatyczna,1,Alpine,Alpine A110 S,Katowice (Śląskie),423800,Anonimowy sprzedawca,2024,1798,300,"A110S 101,5%",1,Śląskie
Benzyna,Automatyczna,11350,Alpine,Alpine A110 Standard,Warszawa (Mazowieckie),290000,Anonimowy sprzedawca,2022,1798,252,demo,1,Mazowieckie
Benzyna,Automatyczna,32500,Alpine,Alpine A110 Pure,Katowice (Śląskie),250000,Anonimowy sprzedawca,2021,1798,252,Pure - Limitowana wersja - jedyny w Polsce,1,Śląskie
Benzyna,Automatyczna,46505,Alpine,Alpine A110 A110S,Katowice (Śląskie),260000,Anonimowy sprzedawca,2021,1798,292,A110S 2021,1,Śląskie
Benzyna,Automatyczna,1,Alpine,Alpine A110 S,Warszawa (Mazowieckie),413500,Anonimowy sprzedawca,2024,1798,300,"nowy, dostępny od ręki",1,Mazowieckie
Benzyna,Automatyczna,1,Alpine,Alpine A110 R Le Mans,Warszawa (Mazowieckie),672400,Anonimowy sprzedawca,2023,1798,300,Limitowana edycja (Nº 81/100),1,Mazowieckie
Benzyna,Automatyczna,7751,Alpine,Alpine A110,Kielce (Świętokrzyskie),95000,Anonimowy sprzedawca,2022,1798,300,A110 Legende GT Limitowana Wersja NR 143 z 300 Sztuk SALON POLSKA Fakt,1,Świętokrzyskie
Diesel,Manualna,230000,Aston Martin,Seat Altea 1.6 TDI ITECH Ecomotive,Brusy (Pomorskie),18900,Prywatny sprzedawca,2010,1598,105,Seat Altea,0,Pomorskie
Diesel,Automatyczna,223000,Aston Martin,Peugeot 5008 e-HDI FAP 115 EGS6 Stop&Start Active,Stargard (Zachodniopomorskie),25900,Prywatny sprzedawca,2013,1560,115,Peugeot 5008,1,Zachodniopomorskie
Benzyna,Automatyczna,16,Aston Martin,Audi S3 TFSI Quattro S tronic,Gdańsk (Pomorskie),208999,Anonimowy sprzedawca,2024,1984,333,OD RĘKI!! / Kamera cofania / Elekt. fotel kierowcy / Aktywny tempomat,1,Pomorskie
Diesel,Automatyczna,130000,Aston Martin,Mercedes-Benz Klasa C,Garwolin (Mazowieckie),16900,Prywatny sprzedawca,2014,2143,204,Silnik 651 niski przebieg AMG line 4matic,1,Mazowieckie
Benzyna,Manualna,254000,Aston Martin,Opel Astra III GTC 2.0 T Cosmo,Głubczyce (Opolskie),16500,Prywatny sprzedawca,2005,1998,200,ASTRA H 2.0T 311KM/440NM IDS+,0,Opolskie
Benzyna,Manualna,63015,Aston Martin,Hyundai i10 1.0 BlueDrive Go,Sochaczew (Mazowieckie),26900,Prywatny sprzedawca,2013,998,66,Salon Polska Bogate wyposażenie niski przebieg,0,Mazowieckie
Hybryda,Manualna,3,Aston Martin,Fiat Panda 1.0 Hybrid Cross,Legnica (Dolnośląskie),69990,Anonimowy sprzedawca,2024,999,70,Nowy Fiat Pandina SUPER CENA Dostępna od ręki !!!,0,Dolnośląskie
Benzyna,Automatyczna,61992,Aston Martin,Mazda 3,Łódź (Łódzkie),59999,Prywatny sprzedawca,2016,1998,120,Mazda 3*2.0 120KM*61900km*100% Oryginał*Gwarancja*Zarejestrowana,1,Łódzkie
Benzyna,Manualna,141000,Aston Martin,Toyota Corolla 1.6 Active,Warszawa (Mazowieckie),43000,Prywatny sprzedawca,2016,1598,132,Toyota Corolla 1.6 Active Sedan,0,Mazowieckie
Benzyna,Manualna,112474,Aston Martin,Opel Corsa 1.2 16V Cosmo,Szczecin (Zachodniopomorskie),19800,Prywatny sprzedawca,2014,1229,85,Opel Corsa D COSMO,0,Zachodniopomorskie
Benzyna,Manualna,116500,Aston Martin,Nissan Qashqai+2,Warszawa (Mazowieckie),44000,Prywatny sprzedawca,2013,1997,140,4X4 Kamera 360 Panorama,0,Mazowieckie
